WKT,eis_facility_site_id,program_system_code,alt_agency_id,region_cd,st_usps_cd,county_name,state_and_county_fips_code,tribal_name,facility_site_name,naics_cd,naics_description,facility_source_type,location_address_text,locality,addr_state_cd,address_postal_code,emissions_operating_type,pollutant_cd,pollutant_desc,total_emissions,uom,fips_state_code,company_name,reporting_period,major_source
"POINT (-769613.623810538 1915787.81745486)",598211,CODPH,CO0000000801400,08,CO,Broomfield,08014,,AGGREGATE INDUSTRIES - BROOMFIELD PLANT,327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,845 COMPTON ST,BROOMFIELD,CO,80020,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.5177179020146,TON,08,Na,A,0
"POINT (-769613.623810538 1915787.81745486)",598211,CODPH,CO0000000801400,08,CO,Broomfield,08014,,AGGREGATE INDUSTRIES - BROOMFIELD PLANT,327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,845 COMPTON ST,BROOMFIELD,CO,80020,R,SO4,Sulfate Portion of PM2.5-PRI,0.147595292,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,EC,Elemental Carbon portion of PM2.5-PRI,3.8304e-005,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,NO3,Nitrate portion of PM2.5-PRI,3.5784e-005,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,NOX,Nitrogen Oxides,0.0015,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,OC,Organic Carbon portion of PM2.5-PRI,0.000211932,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PM-CON,PM Condensible,0,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PM10-FIL,PM10 Filterable,0.00296,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PM10-PRI,PM10 Primary (Filt + Cond),0.00296,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PM25-FIL,PM2.5 Filterable,0.00252,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.00252,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.0020623428,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,SO2,Sulfur Dioxide,0.004,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,SO4,Sulfate Portion of PM2.5-PRI,0.00017136,TON,08,Na,A,0
"POINT (-765913.180304312 1913923.9412732)",598311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD VETERINARY HOSP,541940,Veterinary Services,,5275 W 120TH AVE,BROOMFIELD,CO,80020-2404,R,VOC,Volatile Organic Compounds,0.0015,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,7439921,Lead,4.42571e-006,TON,08,Na,A,1
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,CO,Carbon Monoxide,0.76,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,EC,Elemental Carbon portion of PM2.5-PRI,0.01004504004,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,NO3,Nitrate portion of PM2.5-PRI,0.00186242803,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,NOX,Nitrogen Oxides,3.165,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,OC,Organic Carbon portion of PM2.5-PRI,0.0426096119,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PM-CON,PM Condensible,0.041695,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PM10-FIL,PM10 Filterable,0.198005,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PM10-PRI,PM10 Primary (Filt + Cond),0.2397,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PM25-FIL,PM2.5 Filterable,0.167275,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.20897,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.1402775964,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,SO2,Sulfur Dioxide,0.01385,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,SO4,Sulfate Portion of PM2.5-PRI,0.0141788955,TON,08,Na,A,0
"POINT (-769873.909153083 1915460.37519149)",598411,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SANDOZ,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,2555 W MIDWAY BLVD,BROOMFIELD,CO,80020-1632,R,VOC,Volatile Organic Compounds,59.86565,TON,08,Na,A,0
"POINT (-768841.829959475 1915030.00885561)",598711,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SUNCOR - 2706174,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,1760 W MIDWAY BLVD,BROOMFIELD,CO,80020-2043,R,VOC,Volatile Organic Compounds,9.355592,TON,08,Na,A,0
"POINT (-768652.524738028 1914580.50049861)",598911,CODPH,CO0000000801400,08,CO,Broomfield,08014,,SILL TERHAR MOTORS,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1555 W 1ST AVE,BROOMFIELD,CO,80020-2130,R,VOC,Volatile Organic Compounds,1.6,TON,08,Na,A,0
"POINT (-768941.469152163 1915284.73582114)",599111,CODPH,CO0000000801400,08,CO,Broomfield,08014,,"A-B PETROLEUM, INC. #31",447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,525 US HIGHWAY 287,BROOMFIELD,CO,80020-1733,R,VOC,Volatile Organic Compounds,8.671,TON,08,Na,A,0
"POINT (-768969.231543671 1914995.40540964)",599311,CODPH,CO0000000801400,08,CO,Broomfield,08014,,CIRCLE K STORE # 2709873,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,425 US HIGHWAY 287 # 26,BROOMFIELD,CO,80020-2070,R,VOC,Volatile Organic Compounds,8.8374,TON,08,Na,A,0
"POINT (-769016.680725554 1915077.40347709)",599611,CODPH,CO0000000801400,08,CO,Broomfield,08014,,COLORADO COLLISION REPAIR INC,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2007 W MIDWAY BLVD,BROOMFIELD,CO,80020-1624,R,VOC,Volatile Organic Compounds,0.99,TON,08,Na,A,0
"POINT (-768918.601046971 1914458.6760503)",599711,CODPH,CO0000000801400,08,CO,Broomfield,08014,,BROOMFIELD AUTO BODY INC,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",185 COMMERCE ST,BROOMFIELD,CO,80020-2243,R,VOC,Volatile Organic Compounds,2.768913,TON,08,Na,A,0
"POINT (-781313.058005853 1927705.15468726)",609311,CODPH,CO0000000801300,08,CO,Boulder,08013,,ABC AUTO BODY OF BOULDER,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",3211 PEARL ST,BOULDER,CO,80301-2443,R,VOC,Volatile Organic Compounds,2.009768,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,EC,Elemental Carbon portion of PM2.5-PRI,0.0076226294,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,NO3,Nitrate portion of PM2.5-PRI,0.0122014102,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,OC,Organic Carbon portion of PM2.5-PRI,0.0329880344,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PM-CON,PM Condensible,0.06937535,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PM10-FIL,PM10 Filterable,0.8151605,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PM10-PRI,PM10 Primary (Filt + Cond),0.884536,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PM25-FIL,PM2.5 Filterable,0.19078245,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.260158,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.16133928349672,TON,08,Na,A,0
"POINT (-778247.100693248 1928064.91691335)",609411,CODPH,CO0000000801300,08,CO,Boulder,08013,,"LAFARGE WEST, INC. - VALMONT PLANT",327320,Ready-Mix Concrete Manufacturing,Concrete Batch Plant,5959 VALMONT RD,BOULDER AREA,CO,80301,R,SO4,Sulfate Portion of PM2.5-PRI,0.0459959344,TON,08,Na,A,0
"POINT (-779925.935245642 1923272.30828981)",609511,CODPH,CO0000000801300,08,CO,Boulder,08013,,PDQ FOOD STORE NO 8001,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,5200 MANHATTAN CIR,BOULDER,CO,80303-4258,R,VOC,Volatile Organic Compounds,20.14889,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,7439921,Lead,1.31571e-005,TON,08,Na,A,1
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,CO,Carbon Monoxide,3.6851,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,EC,Elemental Carbon portion of PM2.5-PRI,0.00876123,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,NO3,Nitrate portion of PM2.5-PRI,0.00313089,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,NOX,Nitrogen Oxides,6.139,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,OC,Organic Carbon portion of PM2.5-PRI,0.058737075,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PM-CON,PM Condensible,0.081561,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PM10-FIL,PM10 Filterable,0.049989,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PM10-PRI,PM10 Primary (Filt + Cond),0.13155,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PM25-FIL,PM2.5 Filterable,0.049989,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.13155,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.04851564,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,SO2,Sulfur Dioxide,0.02631,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,SO4,Sulfate Portion of PM2.5-PRI,0.012405165,TON,08,Na,A,0
"POINT (-778937.722330731 1928865.20959423)",609611,CODPH,CO0000000801300,08,CO,Boulder,08013,,AMGEN BOULDER INC,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Manufacturing,5550 AIRPORT RD,BOULDER,CO,80301,R,VOC,Volatile Organic Compounds,0.12278,TON,08,Na,A,0
"POINT (-781905.759704509 1928355.55643651)",610511,CODPH,CO0000000801300,08,CO,Boulder,08013,,CONVENIENCE RETAILERS - CONOCO # 6510,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,3000 28TH ST,BOULDER,CO,80301-1314,R,VOC,Volatile Organic Compounds,2.13233,TON,08,Na,A,0
"POINT (-768555.921904686 1885532.98519766)",610711,CODPH,CO0000000803101,08,CO,Denver,08031,,G & S SERVICES DBA BEAR VALLEY CONOCO,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,3097 S SHERIDAN BLVD,DENVER,CO,80227-4150,R,VOC,Volatile Organic Compounds,9.504998,TON,08,Na,A,0
"POINT (-761995.300951713 1897504.02817952)",630611,CODPH,CO0000000803101,08,CO,Denver,08031,,COLORADO PETROLEUM,425110,Business to Business Electronic Markets,,4080 GLOBEVILLE RD,DENVER,CO,80216-4906,R,VOC,Volatile Organic Compounds,0.59249,TON,08,,A,0
"POINT (-760429.046560329 1887065.30498237)",631211,CODPH,CO0000000803101,08,CO,Denver,08031,,G & S DBA D.U. CONOCO FOOD STORE,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,2001 S UNIVERSITY BLVD,DENVER,CO,80210-4318,R,VOC,Volatile Organic Compounds,8.465104,TON,08,Na,A,0
"POINT (-762988.568590596 1888525.01941164)",631411,CODPH,CO0000000803101,08,CO,Denver,08031,,HEGGEM LUNDQUIST,332813,"Electroplating, Plating, Polishing, Anodizing",,1391 S CHEROKEE ST,DENVER,CO,80223-3208,R,VOC,Volatile Organic Compounds,0.381494,TON,08,Na,A,0
"POINT (-739586.754338431 1902351.3122961)",637711,CODPH,CO0000000803101,08,CO,Denver,08031,,CONVENIENCE RETAILERS - CONOCO # 6546,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,7680 PENA BLVD,DENVER,CO,80249-6265,R,VOC,Volatile Organic Compounds,12.88685,TON,08,Na,A,0
"POINT (-746730.881268069 1896767.84128946)",637811,CODPH,CO0000000803101,08,CO,Denver,08031,,CONVENIENCE RETAILERS - CONOCO # 6543,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,4400 CHAMBERS RD,DENVER,CO,80239-5910,R,VOC,Volatile Organic Compounds,2.475191,TON,08,Na,A,0
"POINT (-764153.140397677 1891247.14910604)",638011,CODPH,CO0000000803101,08,CO,Denver,08031,,"GENERAL IRON & STEEL, INC.",811310,Commercial and Industrial Machinery and Equip,,1470 W BAYAUD AVE,DENVER,CO,80223-1216,R,VOC,Volatile Organic Compounds,0.61,TON,08,Na,A,0
